source,destination,similarity,rank,source_preview,destination_preview
Entities:10,Entities:91,0.23245819371259657,2,"jlEKEgZn Hatter in Harad Grimhar's Top Hat ( Hatter ) > > Vo'il > Village of harad > Hatter: Grimhar of Dorith .  He has piercing blue eyes, thin red ...",dZ2FWBvZ General Goods in Dorith Grimhar's Reserves ( General Goods ) > > Vo'il > Village of dorith > Merchant: Grimhar Calomaria .  He has a frowny e...
Entities:91,Entities:10,0.23245819371259657,6,dZ2FWBvZ General Goods in Dorith Grimhar's Reserves ( General Goods ) > > Vo'il > Village of dorith > Merchant: Grimhar Calomaria .  He has a frowny e...,"jlEKEgZn Hatter in Harad Grimhar's Top Hat ( Hatter ) > > Vo'il > Village of harad > Hatter: Grimhar of Dorith .  He has piercing blue eyes, thin red ..."
Entities:16,Entities:18,0.21919121718954615,3,ir9qkPUJ Animal Supplies in Harad Alamanda's Barn & Yarn ( Animal Supplies ) > > Vo'il > Village of harad > Merchant: Alamanda of Dokar .  She has flo...,"iprZ92nc Animal Pound in Harad Theodin's ( Animal Pound ) > > Vo'il > Village of harad > Carer: Theodin Christred .  He has enchanting green eyes, a h..."
Entities:18,Entities:16,0.21919121718954615,1,"iprZ92nc Animal Pound in Harad Theodin's ( Animal Pound ) > > Vo'il > Village of harad > Carer: Theodin Christred .  He has enchanting green eyes, a h...",ir9qkPUJ Animal Supplies in Harad Alamanda's Barn & Yarn ( Animal Supplies ) > > Vo'il > Village of harad > Merchant: Alamanda of Dokar .  She has flo...
Entities:98,Entities:99,0.21856525417141348,5,"awJ8h6Ky Occult in Dorith Reinwar's Ritual Goods ( Occult ) > > Vo'il > Village of dorith > Curator: Reinwar Samanilde .  He has glowing green eyes, a...",i1BqmWze Matchmaker in Dorith Fenicia's Matchmaking Services ( Matchmaker ) > > Vo'il > Village of dorith > Matchmaker: Fenicia of Devilville .  She h...
Entities:99,Entities:98,0.21856525417141348,2,i1BqmWze Matchmaker in Dorith Fenicia's Matchmaking Services ( Matchmaker ) > > Vo'il > Village of dorith > Matchmaker: Fenicia of Devilville .  She h...,"awJ8h6Ky Occult in Dorith Reinwar's Ritual Goods ( Occult ) > > Vo'il > Village of dorith > Curator: Reinwar Samanilde .  He has glowing green eyes, a..."
Entities:93,Entities:94,0.21542047445074064,3,37DAIJzF Leatherworker in Dorith Niriella's Leathers ( Leatherworker ) > > Vo'il > Village of dorith > Leatherworker: Niriella of Kothian .  She has s...,"Qow2ie1Z Craft in Dorith Rosin's Workshop ( Craft ) > > Vo'il > Village of dorith > Merchant: Rosin of Dokar .  He has a frowny expression, bulging re..."
Entities:94,Entities:93,0.21542047445074064,6,"Qow2ie1Z Craft in Dorith Rosin's Workshop ( Craft ) > > Vo'il > Village of dorith > Merchant: Rosin of Dokar .  He has a frowny expression, bulging re...",37DAIJzF Leatherworker in Dorith Niriella's Leathers ( Leatherworker ) > > Vo'il > Village of dorith > Leatherworker: Niriella of Kothian .  She has s...
Entities:89,Entities:98,0.2144724068172248,4,GZJoxl0u Armor & Weapons in Dorith Hartwin's Spear ( Armor & Weapons ) > > Vo'il > Village of dorith > Blacksmith: Hartwin of Harad .  He has thin whi...,"awJ8h6Ky Occult in Dorith Reinwar's Ritual Goods ( Occult ) > > Vo'il > Village of dorith > Curator: Reinwar Samanilde .  He has glowing green eyes, a..."
Entities:98,Entities:89,0.2144724068172248,6,"awJ8h6Ky Occult in Dorith Reinwar's Ritual Goods ( Occult ) > > Vo'il > Village of dorith > Curator: Reinwar Samanilde .  He has glowing green eyes, a...",GZJoxl0u Armor & Weapons in Dorith Hartwin's Spear ( Armor & Weapons ) > > Vo'il > Village of dorith > Blacksmith: Hartwin of Harad .  He has thin whi...
Entities:9,Entities:23,0.21025447452326207,2,v1DUw1ad Tanner in Harad Materia's Hides and Leathers ( Tanner ) > > Vo'il > Village of harad > Tanner: Materia of Dorith .  She has haunted dark eyes...,"6qaawkOA Tanner in Harad Electo's Beast Skins ( Tanner ) > > Vo'il > Village of harad > Tanner: Electo of Headbone .  He has short blonde hair, pierci..."
Entities:23,Entities:9,0.21025447452326207,1,"6qaawkOA Tanner in Harad Electo's Beast Skins ( Tanner ) > > Vo'il > Village of harad > Tanner: Electo of Headbone .  He has short blonde hair, pierci...",v1DUw1ad Tanner in Harad Materia's Hides and Leathers ( Tanner ) > > Vo'il > Village of harad > Tanner: Materia of Dorith .  She has haunted dark eyes...
Entities:10,Entities:93,0.20772261199311615,3,"jlEKEgZn Hatter in Harad Grimhar's Top Hat ( Hatter ) > > Vo'il > Village of harad > Hatter: Grimhar of Dorith .  He has piercing blue eyes, thin red ...",37DAIJzF Leatherworker in Dorith Niriella's Leathers ( Leatherworker ) > > Vo'il > Village of dorith > Leatherworker: Niriella of Kothian .  She has s...
Entities:93,Entities:10,0.20772261199311615,4,37DAIJzF Leatherworker in Dorith Niriella's Leathers ( Leatherworker ) > > Vo'il > Village of dorith > Leatherworker: Niriella of Kothian .  She has s...,"jlEKEgZn Hatter in Harad Grimhar's Top Hat ( Hatter ) > > Vo'il > Village of harad > Hatter: Grimhar of Dorith .  He has piercing blue eyes, thin red ..."
Entities:14,Entities:94,0.20746944742386897,4,"MAsn5B5z Liquor in Harad Tyriantheus's Mixtures ( Liquor ) > > Vo'il > Village of harad > Merchant: Tyriantheus of Balaal .  He has sleepy brown eyes,...","Qow2ie1Z Craft in Dorith Rosin's Workshop ( Craft ) > > Vo'il > Village of dorith > Merchant: Rosin of Dokar .  He has a frowny expression, bulging re..."
Entities:94,Entities:14,0.20746944742386897,7,"Qow2ie1Z Craft in Dorith Rosin's Workshop ( Craft ) > > Vo'il > Village of dorith > Merchant: Rosin of Dokar .  He has a frowny expression, bulging re...","MAsn5B5z Liquor in Harad Tyriantheus's Mixtures ( Liquor ) > > Vo'il > Village of harad > Merchant: Tyriantheus of Balaal .  He has sleepy brown eyes,..."
Entities:22,Entities:98,0.2059695217040971,2,"tTe6ZzVO Bookstore in Harad Arathis's Pages ( Bookstore ) > > Vo'il > Village of harad > Curator: Arathis of Ashamar .  He has glowing black eyes, sho...","awJ8h6Ky Occult in Dorith Reinwar's Ritual Goods ( Occult ) > > Vo'il > Village of dorith > Curator: Reinwar Samanilde .  He has glowing green eyes, a..."
Entities:98,Entities:22,0.2059695217040971,7,"awJ8h6Ky Occult in Dorith Reinwar's Ritual Goods ( Occult ) > > Vo'il > Village of dorith > Curator: Reinwar Samanilde .  He has glowing green eyes, a...","tTe6ZzVO Bookstore in Harad Arathis's Pages ( Bookstore ) > > Vo'il > Village of harad > Curator: Arathis of Ashamar .  He has glowing black eyes, sho..."
